campaign_id,title,description,product,channel,target_region,start_date,end_date,owner_id,budget,status
381,GlucoTrack Paid Search Campaign 381,Marketing campaign for GlucoTrack through Paid Search,GlucoTrack,Paid Search,Northeast,2025-03-01,2025-06-05,165,132230.53,planned
382,CardioPlus Social Media Campaign 382,Marketing campaign for CardioPlus through Social Media,CardioPlus,Social Media,Southeast,2026-01-26,2026-02-25,92,29442.63,planned
383,CareBridge Display Ads Campaign 383,Marketing campaign for CareBridge through Display Ads,CareBridge,Display Ads,National,2024-05-12,2024-08-07,329,132877.88,completed
384,GlucoTrack Email Campaign 384,Marketing campaign for GlucoTrack through Email,GlucoTrack,Email,Southeast,2024-05-25,2024-07-24,114,232762.13,paused
385,VitalPath Email Campaign 385,Marketing campaign for VitalPath through Email,VitalPath,Email,National,2026-04-08,2026-08-06,41,92148.73,paused
386,CardioPlus Content Marketing Campaign 386,Marketing campaign for CardioPlus through Content Marketing,CardioPlus,Content Marketing,Northeast,2026-01-15,2026-03-17,407,68656.46,planned
387,NeuroWell Referral Campaign 387,Marketing campaign for NeuroWell through Referral,NeuroWell,Referral,National,2026-01-25,2026-03-18,40,26988.45,active
388,NeuroWell Referral Campaign 388,Marketing campaign for NeuroWell through Referral,NeuroWell,Referral,West,2025-06-04,2025-08-06,98,165248.5,active
389,CareBridge Paid Search Campaign 389,Marketing campaign for CareBridge through Paid Search,CareBridge,Paid Search,West,2025-06-25,2025-10-12,286,192272.0,completed
390,CareBridge Paid Search Campaign 390,Marketing campaign for CareBridge through Paid Search,CareBridge,Paid Search,Southeast,2025-09-23,2025-12-04,360,44201.9,paused
391,OncoGuide Referral Campaign 391,Marketing campaign for OncoGuide through Referral,OncoGuide,Referral,Southwest,2025-05-14,2025-07-10,337,249613.09,completed
392,DermAssist SMS Campaign 392,Marketing campaign for DermAssist through SMS,DermAssist,SMS,National,2026-03-19,2026-05-12,282,104848.79,paused
393,NeuroWell Content Marketing Campaign 393,Marketing campaign for NeuroWell through Content Marketing,NeuroWell,Content Marketing,Southwest,2026-01-19,2026-05-05,166,137769.68,completed
394,CareBridge Email Campaign 394,Marketing campaign for CareBridge through Email,CareBridge,Email,Midwest,2025-01-22,2025-04-03,230,182399.38,planned
395,RespiraCare Email Campaign 395,Marketing campaign for RespiraCare through Email,RespiraCare,Email,Southeast,2025-05-24,2025-06-24,456,77182.49,active
396,RespiraCare Referral Campaign 396,Marketing campaign for RespiraCare through Referral,RespiraCare,Referral,West,2026-02-11,2026-04-06,12,129284.06,active
397,DermAssist Organic Search Campaign 397,Marketing campaign for DermAssist through Organic Search,DermAssist,Organic Search,Midwest,2024-06-29,2024-07-17,236,37186.82,active
398,RespiraCare Paid Search Campaign 398,Marketing campaign for RespiraCare through Paid Search,RespiraCare,Paid Search,West,2024-10-15,2024-11-30,416,143910.33,active
399,DermAssist Display Ads Campaign 399,Marketing campaign for DermAssist through Display Ads,DermAssist,Display Ads,National,2025-11-08,2025-12-01,371,45706.92,planned
400,CardioPlus Content Marketing Campaign 400,Marketing campaign for CardioPlus through Content Marketing,CardioPlus,Content Marketing,Northeast,2025-07-23,2025-10-27,154,97241.89,completed
401,CareBridge Paid Search Campaign 401,Marketing campaign for CareBridge through Paid Search,CareBridge,Paid Search,Southeast,2025-01-12,2025-05-10,223,217837.27,planned
402,CareBridge Email Campaign 402,Marketing campaign for CareBridge through Email,CareBridge,Email,Northeast,2025-08-22,2025-12-13,324,78281.5,completed
403,DermAssist Referral Campaign 403,Marketing campaign for DermAssist through Referral,DermAssist,Referral,Southeast,2025-06-10,2025-09-04,77,175348.86,planned
404,VitalPath Content Marketing Campaign 404,Marketing campaign for VitalPath through Content Marketing,VitalPath,Content Marketing,Northeast,2025-09-22,2026-01-07,202,145087.95,active
405,CareBridge Organic Search Campaign 405,Marketing campaign for CareBridge through Organic Search,CareBridge,Organic Search,Northeast,2025-03-18,2025-05-08,403,35650.69,paused
406,CareBridge Webinar Campaign 406,Marketing campaign for CareBridge through Webinar,CareBridge,Webinar,West,2025-07-05,2025-10-22,26,24014.51,paused
407,OncoGuide Display Ads Campaign 407,Marketing campaign for OncoGuide through Display Ads,OncoGuide,Display Ads,Southwest,2025-12-09,2026-03-22,67,141146.16,paused
408,NeuroWell Social Media Campaign 408,Marketing campaign for NeuroWell through Social Media,NeuroWell,Social Media,Southwest,2025-09-06,2025-12-02,101,20696.06,completed
409,GlucoTrack Provider Outreach Campaign 409,Marketing campaign for GlucoTrack through Provider Outreach,GlucoTrack,Provider Outreach,Midwest,2025-10-01,2025-12-27,46,107614.53,active
410,CardioPlus Webinar Campaign 410,Marketing campaign for CardioPlus through Webinar,CardioPlus,Webinar,Midwest,2024-12-22,2025-02-18,305,44806.05,paused
411,CardioPlus Social Media Campaign 411,Marketing campaign for CardioPlus through Social Media,CardioPlus,Social Media,Midwest,2025-08-14,2025-09-15,226,52322.25,active
412,GlucoTrack Paid Search Campaign 412,Marketing campaign for GlucoTrack through Paid Search,GlucoTrack,Paid Search,Southeast,2025-11-27,2026-03-14,437,185676.66,active
413,RespiraCare Email Campaign 413,Marketing campaign for RespiraCare through Email,RespiraCare,Email,Northeast,2026-02-21,2026-06-21,420,87788.03,completed
414,DermAssist Social Media Campaign 414,Marketing campaign for DermAssist through Social Media,DermAssist,Social Media,Southeast,2025-04-02,2025-06-15,12,185783.21,active
415,RespiraCare Referral Campaign 415,Marketing campaign for RespiraCare through Referral,RespiraCare,Referral,National,2025-06-15,2025-09-03,385,122307.5,active
416,CardioPlus Provider Outreach Campaign 416,Marketing campaign for CardioPlus through Provider Outreach,CardioPlus,Provider Outreach,National,2025-10-09,2026-01-20,343,147002.22,planned
417,RespiraCare Social Media Campaign 417,Marketing campaign for RespiraCare through Social Media,RespiraCare,Social Media,West,2024-11-01,2024-12-06,31,197929.56,completed
418,CardioPlus Paid Search Campaign 418,Marketing campaign for CardioPlus through Paid Search,CardioPlus,Paid Search,Midwest,2024-05-28,2024-08-09,336,98995.35,completed
419,RespiraCare Provider Outreach Campaign 419,Marketing campaign for RespiraCare through Provider Outreach,RespiraCare,Provider Outreach,Southwest,2026-02-17,2026-03-16,10,60098.65,planned
420,GlucoTrack Organic Search Campaign 420,Marketing campaign for GlucoTrack through Organic Search,GlucoTrack,Organic Search,Southwest,2026-03-20,2026-05-13,249,52122.17,planned
421,RespiraCare SMS Campaign 421,Marketing campaign for RespiraCare through SMS,RespiraCare,SMS,National,2024-05-18,2024-07-02,473,124013.41,active
422,DermAssist SMS Campaign 422,Marketing campaign for DermAssist through SMS,DermAssist,SMS,Southeast,2024-05-01,2024-06-28,351,157432.05,completed
423,RespiraCare Provider Outreach Campaign 423,Marketing campaign for RespiraCare through Provider Outreach,RespiraCare,Provider Outreach,Northeast,2026-01-08,2026-01-29,321,222929.32,completed
424,CareBridge Organic Search Campaign 424,Marketing campaign for CareBridge through Organic Search,CareBridge,Organic Search,Southwest,2024-10-09,2024-11-11,175,24685.37,active
425,OncoGuide Provider Outreach Campaign 425,Marketing campaign for OncoGuide through Provider Outreach,OncoGuide,Provider Outreach,West,2025-03-07,2025-04-20,294,242722.68,completed
426,NeuroWell Organic Search Campaign 426,Marketing campaign for NeuroWell through Organic Search,NeuroWell,Organic Search,National,2025-04-01,2025-06-23,68,146514.58,active
427,OncoGuide Provider Outreach Campaign 427,Marketing campaign for OncoGuide through Provider Outreach,OncoGuide,Provider Outreach,Southeast,2026-02-16,2026-03-19,159,248934.39,active
428,GlucoTrack Organic Search Campaign 428,Marketing campaign for GlucoTrack through Organic Search,GlucoTrack,Organic Search,Southeast,2024-12-20,2025-01-11,286,81446.6,planned
429,CareBridge Provider Outreach Campaign 429,Marketing campaign for CareBridge through Provider Outreach,CareBridge,Provider Outreach,National,2025-12-03,2026-01-26,451,77926.98,completed
430,GlucoTrack Organic Search Campaign 430,Marketing campaign for GlucoTrack through Organic Search,GlucoTrack,Organic Search,West,2024-08-13,2024-12-04,97,48632.38,completed
431,NeuroWell Content Marketing Campaign 431,Marketing campaign for NeuroWell through Content Marketing,NeuroWell,Content Marketing,National,2025-07-31,2025-10-25,314,60349.09,planned
432,VitalPath Organic Search Campaign 432,Marketing campaign for VitalPath through Organic Search,VitalPath,Organic Search,West,2025-01-21,2025-02-14,353,127074.17,paused
433,OncoGuide Provider Outreach Campaign 433,Marketing campaign for OncoGuide through Provider Outreach,OncoGuide,Provider Outreach,Southeast,2025-10-22,2026-01-27,192,124387.06,active
434,CareBridge Email Campaign 434,Marketing campaign for CareBridge through Email,CareBridge,Email,Southwest,2024-09-14,2024-10-26,17,231582.47,active
435,NeuroWell Paid Search Campaign 435,Marketing campaign for NeuroWell through Paid Search,NeuroWell,Paid Search,Southwest,2025-11-15,2026-02-22,104,46738.32,paused
436,VitalPath Social Media Campaign 436,Marketing campaign for VitalPath through Social Media,VitalPath,Social Media,Northeast,2025-10-03,2025-11-27,444,108606.25,paused
437,CardioPlus Referral Campaign 437,Marketing campaign for CardioPlus through Referral,CardioPlus,Referral,Southwest,2025-10-28,2025-12-21,202,30001.12,planned
438,CareBridge Email Campaign 438,Marketing campaign for CareBridge through Email,CareBridge,Email,West,2026-02-28,2026-04-14,266,140752.13,planned
439,CareBridge Webinar Campaign 439,Marketing campaign for CareBridge through Webinar,CareBridge,Webinar,Midwest,2024-09-11,2024-11-01,226,194098.22,paused
440,CardioPlus Referral Campaign 440,Marketing campaign for CardioPlus through Referral,CardioPlus,Referral,Southwest,2024-08-24,2024-10-31,151,226207.88,paused
441,GlucoTrack Organic Search Campaign 441,Marketing campaign for GlucoTrack through Organic Search,GlucoTrack,Organic Search,National,2024-06-26,2024-10-10,257,195346.59,active
442,VitalPath Email Campaign 442,Marketing campaign for VitalPath through Email,VitalPath,Email,West,2025-02-16,2025-04-23,166,47183.01,active
443,RespiraCare SMS Campaign 443,Marketing campaign for RespiraCare through SMS,RespiraCare,SMS,National,2026-03-03,2026-05-14,47,173854.2,active
444,GlucoTrack Paid Search Campaign 444,Marketing campaign for GlucoTrack through Paid Search,GlucoTrack,Paid Search,National,2025-10-27,2026-02-11,64,177438.0,completed
445,CareBridge Referral Campaign 445,Marketing campaign for CareBridge through Referral,CareBridge,Referral,Southeast,2024-06-22,2024-09-11,363,154181.92,paused
446,OncoGuide SMS Campaign 446,Marketing campaign for OncoGuide through SMS,OncoGuide,SMS,National,2025-06-18,2025-08-19,23,142676.42,active
447,CardioPlus Provider Outreach Campaign 447,Marketing campaign for CardioPlus through Provider Outreach,CardioPlus,Provider Outreach,National,2024-08-21,2024-09-22,92,79091.36,paused
448,GlucoTrack Organic Search Campaign 448,Marketing campaign for GlucoTrack through Organic Search,GlucoTrack,Organic Search,Northeast,2024-11-27,2025-03-01,93,240227.17,completed
449,VitalPath Referral Campaign 449,Marketing campaign for VitalPath through Referral,VitalPath,Referral,West,2024-04-26,2024-07-07,255,202441.28,paused
450,VitalPath Display Ads Campaign 450,Marketing campaign for VitalPath through Display Ads,VitalPath,Display Ads,Northeast,2024-10-19,2024-11-29,302,104307.39,planned
451,NeuroWell Email Campaign 451,Marketing campaign for NeuroWell through Email,NeuroWell,Email,Northeast,2024-10-24,2025-01-16,143,48655.48,completed
452,CardioPlus Content Marketing Campaign 452,Marketing campaign for CardioPlus through Content Marketing,CardioPlus,Content Marketing,Midwest,2024-05-16,2024-06-17,438,209989.57,completed
453,GlucoTrack Provider Outreach Campaign 453,Marketing campaign for GlucoTrack through Provider Outreach,GlucoTrack,Provider Outreach,Southeast,2026-04-02,2026-04-27,26,248452.59,completed
454,OncoGuide Display Ads Campaign 454,Marketing campaign for OncoGuide through Display Ads,OncoGuide,Display Ads,Midwest,2025-08-05,2025-11-11,355,188085.7,planned
455,DermAssist SMS Campaign 455,Marketing campaign for DermAssist through SMS,DermAssist,SMS,Northeast,2024-06-28,2024-10-18,154,224689.85,paused
456,RespiraCare Display Ads Campaign 456,Marketing campaign for RespiraCare through Display Ads,RespiraCare,Display Ads,National,2026-02-01,2026-04-26,34,36232.81,completed
457,NeuroWell Social Media Campaign 457,Marketing campaign for NeuroWell through Social Media,NeuroWell,Social Media,Northeast,2024-12-29,2025-03-20,212,154177.27,planned
458,RespiraCare Provider Outreach Campaign 458,Marketing campaign for RespiraCare through Provider Outreach,RespiraCare,Provider Outreach,Midwest,2025-04-28,2025-08-12,353,153384.62,completed
459,DermAssist Organic Search Campaign 459,Marketing campaign for DermAssist through Organic Search,DermAssist,Organic Search,Southwest,2025-05-30,2025-08-25,320,154729.63,paused
460,NeuroWell Webinar Campaign 460,Marketing campaign for NeuroWell through Webinar,NeuroWell,Webinar,Northeast,2025-05-05,2025-08-30,93,244876.64,planned
461,GlucoTrack Social Media Campaign 461,Marketing campaign for GlucoTrack through Social Media,GlucoTrack,Social Media,Southwest,2024-05-06,2024-07-18,321,200492.39,paused
462,NeuroWell Email Campaign 462,Marketing campaign for NeuroWell through Email,NeuroWell,Email,National,2024-05-22,2024-07-17,180,161232.72,completed
463,RespiraCare Webinar Campaign 463,Marketing campaign for RespiraCare through Webinar,RespiraCare,Webinar,Midwest,2024-11-01,2025-02-24,35,128152.34,planned
464,DermAssist Provider Outreach Campaign 464,Marketing campaign for DermAssist through Provider Outreach,DermAssist,Provider Outreach,West,2024-07-14,2024-10-23,171,181925.97,planned
465,DermAssist SMS Campaign 465,Marketing campaign for DermAssist through SMS,DermAssist,SMS,Southwest,2026-01-23,2026-02-28,100,230803.1,paused
466,OncoGuide Display Ads Campaign 466,Marketing campaign for OncoGuide through Display Ads,OncoGuide,Display Ads,Southwest,2025-12-27,2026-01-14,331,41380.41,completed
467,CareBridge Email Campaign 467,Marketing campaign for CareBridge through Email,CareBridge,Email,Midwest,2025-04-11,2025-08-03,417,209271.12,completed
468,NeuroWell Content Marketing Campaign 468,Marketing campaign for NeuroWell through Content Marketing,NeuroWell,Content Marketing,Midwest,2025-06-22,2025-09-12,10,172316.85,planned
469,CardioPlus SMS Campaign 469,Marketing campaign for CardioPlus through SMS,CardioPlus,SMS,National,2024-08-11,2024-09-29,431,245953.84,active
470,OncoGuide Content Marketing Campaign 470,Marketing campaign for OncoGuide through Content Marketing,OncoGuide,Content Marketing,Midwest,2025-07-04,2025-10-03,200,31860.63,completed
471,CareBridge Paid Search Campaign 471,Marketing campaign for CareBridge through Paid Search,CareBridge,Paid Search,Southeast,2025-10-20,2025-11-07,140,125772.45,completed
472,RespiraCare Social Media Campaign 472,Marketing campaign for RespiraCare through Social Media,RespiraCare,Social Media,Southeast,2025-04-03,2025-08-01,487,132699.8,planned
473,NeuroWell Paid Search Campaign 473,Marketing campaign for NeuroWell through Paid Search,NeuroWell,Paid Search,Northeast,2025-02-02,2025-05-27,20,112612.2,paused
474,NeuroWell SMS Campaign 474,Marketing campaign for NeuroWell through SMS,NeuroWell,SMS,National,2026-03-21,2026-06-07,79,231138.28,completed
475,GlucoTrack Referral Campaign 475,Marketing campaign for GlucoTrack through Referral,GlucoTrack,Referral,Southeast,2025-12-10,2026-02-03,74,170149.17,active
476,CareBridge Referral Campaign 476,Marketing campaign for CareBridge through Referral,CareBridge,Referral,Midwest,2025-11-01,2025-11-19,236,31611.49,planned
477,GlucoTrack SMS Campaign 477,Marketing campaign for GlucoTrack through SMS,GlucoTrack,SMS,Northeast,2025-10-03,2026-01-01,447,118318.35,planned
478,RespiraCare Email Campaign 478,Marketing campaign for RespiraCare through Email,RespiraCare,Email,Midwest,2025-05-26,2025-09-15,338,145657.28,active
479,RespiraCare Webinar Campaign 479,Marketing campaign for RespiraCare through Webinar,RespiraCare,Webinar,Southwest,2024-12-22,2025-01-30,99,134472.12,planned
480,RespiraCare Paid Search Campaign 480,Marketing campaign for RespiraCare through Paid Search,RespiraCare,Paid Search,West,2024-11-15,2024-12-18,81,6768.41,planned
481,DermAssist Webinar Campaign 481,Marketing campaign for DermAssist through Webinar,DermAssist,Webinar,National,2024-09-24,2024-12-16,180,37964.54,completed
482,GlucoTrack Webinar Campaign 482,Marketing campaign for GlucoTrack through Webinar,GlucoTrack,Webinar,Midwest,2025-07-07,2025-08-21,88,154475.93,paused
483,VitalPath Email Campaign 483,Marketing campaign for VitalPath through Email,VitalPath,Email,Northeast,2024-05-26,2024-06-25,15,29163.95,planned
484,VitalPath Content Marketing Campaign 484,Marketing campaign for VitalPath through Content Marketing,VitalPath,Content Marketing,Midwest,2025-03-14,2025-05-17,92,90839.21,active
485,GlucoTrack Display Ads Campaign 485,Marketing campaign for GlucoTrack through Display Ads,GlucoTrack,Display Ads,Northeast,2025-10-23,2026-02-11,344,143243.96,paused
486,VitalPath Display Ads Campaign 486,Marketing campaign for VitalPath through Display Ads,VitalPath,Display Ads,Southeast,2024-07-02,2024-09-12,159,60228.47,active
487,DermAssist Provider Outreach Campaign 487,Marketing campaign for DermAssist through Provider Outreach,DermAssist,Provider Outreach,National,2026-02-15,2026-05-18,133,48288.21,completed
488,VitalPath Email Campaign 488,Marketing campaign for VitalPath through Email,VitalPath,Email,Northeast,2025-12-21,2026-02-14,233,19145.2,completed
489,OncoGuide Webinar Campaign 489,Marketing campaign for OncoGuide through Webinar,OncoGuide,Webinar,West,2025-04-24,2025-07-06,434,192681.55,active
490,GlucoTrack SMS Campaign 490,Marketing campaign for GlucoTrack through SMS,GlucoTrack,SMS,Northeast,2025-05-17,2025-06-13,208,140369.02,completed
491,CareBridge Social Media Campaign 491,Marketing campaign for CareBridge through Social Media,CareBridge,Social Media,West,2025-06-05,2025-08-17,206,156356.09,active
492,DermAssist Social Media Campaign 492,Marketing campaign for DermAssist through Social Media,DermAssist,Social Media,West,2025-04-27,2025-06-29,34,204037.18,paused
493,DermAssist Referral Campaign 493,Marketing campaign for DermAssist through Referral,DermAssist,Referral,Southeast,2025-12-17,2026-02-24,291,174450.89,planned
494,VitalPath Paid Search Campaign 494,Marketing campaign for VitalPath through Paid Search,VitalPath,Paid Search,Southwest,2025-11-12,2026-02-25,294,149264.29,completed
495,VitalPath Organic Search Campaign 495,Marketing campaign for VitalPath through Organic Search,VitalPath,Organic Search,Southwest,2025-06-22,2025-07-18,421,79084.82,planned
496,CareBridge SMS Campaign 496,Marketing campaign for CareBridge through SMS,CareBridge,SMS,National,2025-07-26,2025-08-22,351,125090.9,planned
497,OncoGuide Content Marketing Campaign 497,Marketing campaign for OncoGuide through Content Marketing,OncoGuide,Content Marketing,National,2024-06-26,2024-08-06,419,226104.23,planned
498,OncoGuide Display Ads Campaign 498,Marketing campaign for OncoGuide through Display Ads,OncoGuide,Display Ads,Southwest,2025-11-26,2025-12-28,339,134220.19,paused
499,DermAssist Webinar Campaign 499,Marketing campaign for DermAssist through Webinar,DermAssist,Webinar,National,2024-09-16,2024-10-26,349,143858.27,completed
500,DermAssist Paid Search Campaign 500,Marketing campaign for DermAssist through Paid Search,DermAssist,Paid Search,West,2026-03-31,2026-06-08,368,146933.56,paused
501,RespiraCare Email Campaign 501,Marketing campaign for RespiraCare through Email,RespiraCare,Email,West,2026-02-04,2026-03-06,437,94198.05,planned
502,DermAssist Paid Search Campaign 502,Marketing campaign for DermAssist through Paid Search,DermAssist,Paid Search,Northeast,2024-04-18,2024-07-31,287,215728.22,active
503,CareBridge SMS Campaign 503,Marketing campaign for CareBridge through SMS,CareBridge,SMS,Southwest,2025-03-18,2025-06-29,303,178808.09,paused
504,OncoGuide Display Ads Campaign 504,Marketing campaign for OncoGuide through Display Ads,OncoGuide,Display Ads,West,2025-03-21,2025-06-12,109,37350.01,paused
505,CareBridge Organic Search Campaign 505,Marketing campaign for CareBridge through Organic Search,CareBridge,Organic Search,National,2026-02-01,2026-04-02,431,74252.31,active
506,CardioPlus Organic Search Campaign 506,Marketing campaign for CardioPlus through Organic Search,CardioPlus,Organic Search,Southwest,2024-07-30,2024-08-14,37,181170.79,paused
507,CareBridge Display Ads Campaign 507,Marketing campaign for CareBridge through Display Ads,CareBridge,Display Ads,National,2024-07-31,2024-08-24,71,223714.87,paused
508,CareBridge Referral Campaign 508,Marketing campaign for CareBridge through Referral,CareBridge,Referral,Southwest,2025-08-14,2025-09-20,233,205557.64,completed
509,CardioPlus Content Marketing Campaign 509,Marketing campaign for CardioPlus through Content Marketing,CardioPlus,Content Marketing,National,2024-10-09,2024-11-15,218,126044.77,active
510,CareBridge Referral Campaign 510,Marketing campaign for CareBridge through Referral,CareBridge,Referral,Northeast,2025-10-22,2026-01-08,138,145359.03,planned
511,DermAssist Paid Search Campaign 511,Marketing campaign for DermAssist through Paid Search,DermAssist,Paid Search,National,2025-07-02,2025-09-15,361,146326.39,planned
512,RespiraCare Display Ads Campaign 512,Marketing campaign for RespiraCare through Display Ads,RespiraCare,Display Ads,West,2024-08-05,2024-11-20,375,130686.54,planned
513,GlucoTrack Referral Campaign 513,Marketing campaign for GlucoTrack through Referral,GlucoTrack,Referral,Midwest,2024-10-24,2025-01-06,323,200130.27,planned
514,CardioPlus Display Ads Campaign 514,Marketing campaign for CardioPlus through Display Ads,CardioPlus,Display Ads,Southwest,2026-03-20,2026-05-16,274,115146.59,completed
515,RespiraCare Webinar Campaign 515,Marketing campaign for RespiraCare through Webinar,RespiraCare,Webinar,National,2025-03-10,2025-05-08,492,44374.52,completed
516,RespiraCare Email Campaign 516,Marketing campaign for RespiraCare through Email,RespiraCare,Email,West,2025-11-03,2026-02-25,289,158437.11,active
517,RespiraCare Content Marketing Campaign 517,Marketing campaign for RespiraCare through Content Marketing,RespiraCare,Content Marketing,Southwest,2025-07-06,2025-07-26,337,9742.63,planned
518,RespiraCare Webinar Campaign 518,Marketing campaign for RespiraCare through Webinar,RespiraCare,Webinar,Midwest,2024-07-25,2024-10-11,40,35737.07,completed
519,GlucoTrack Content Marketing Campaign 519,Marketing campaign for GlucoTrack through Content Marketing,GlucoTrack,Content Marketing,West,2026-02-12,2026-03-30,8,46129.62,active
520,OncoGuide Webinar Campaign 520,Marketing campaign for OncoGuide through Webinar,OncoGuide,Webinar,Southeast,2025-09-11,2025-11-21,190,196284.34,paused
521,CardioPlus SMS Campaign 521,Marketing campaign for CardioPlus through SMS,CardioPlus,SMS,Southeast,2024-09-04,2024-12-29,271,246065.7,active
522,CareBridge Provider Outreach Campaign 522,Marketing campaign for CareBridge through Provider Outreach,CareBridge,Provider Outreach,Southwest,2026-01-28,2026-04-15,386,61773.02,active
523,DermAssist Email Campaign 523,Marketing campaign for DermAssist through Email,DermAssist,Email,Northeast,2024-09-28,2024-12-24,376,161638.49,planned
524,VitalPath Webinar Campaign 524,Marketing campaign for VitalPath through Webinar,VitalPath,Webinar,West,2024-08-25,2024-11-06,205,120637.76,active
525,CareBridge Display Ads Campaign 525,Marketing campaign for CareBridge through Display Ads,CareBridge,Display Ads,West,2025-02-06,2025-05-18,362,67868.41,paused
526,VitalPath Provider Outreach Campaign 526,Marketing campaign for VitalPath through Provider Outreach,VitalPath,Provider Outreach,West,2024-04-26,2024-06-15,475,170587.87,planned
527,DermAssist Provider Outreach Campaign 527,Marketing campaign for DermAssist through Provider Outreach,DermAssist,Provider Outreach,National,2024-07-02,2024-09-22,327,153789.94,completed
528,GlucoTrack Webinar Campaign 528,Marketing campaign for GlucoTrack through Webinar,GlucoTrack,Webinar,Southwest,2025-01-02,2025-02-19,137,164622.79,paused
529,NeuroWell Content Marketing Campaign 529,Marketing campaign for NeuroWell through Content Marketing,NeuroWell,Content Marketing,West,2025-12-09,2026-03-19,384,193312.83,completed
530,DermAssist Referral Campaign 530,Marketing campaign for DermAssist through Referral,DermAssist,Referral,Northeast,2025-09-25,2026-01-05,93,5612.76,planned
531,GlucoTrack Display Ads Campaign 531,Marketing campaign for GlucoTrack through Display Ads,GlucoTrack,Display Ads,National,2024-04-26,2024-07-01,51,89824.56,completed
532,CardioPlus Content Marketing Campaign 532,Marketing campaign for CardioPlus through Content Marketing,CardioPlus,Content Marketing,West,2024-10-30,2024-12-07,18,25709.5,active
533,GlucoTrack Paid Search Campaign 533,Marketing campaign for GlucoTrack through Paid Search,GlucoTrack,Paid Search,Southeast,2025-07-27,2025-10-30,63,214540.88,paused
534,OncoGuide Paid Search Campaign 534,Marketing campaign for OncoGuide through Paid Search,OncoGuide,Paid Search,Midwest,2025-09-09,2025-12-29,461,174826.45,completed
535,GlucoTrack Display Ads Campaign 535,Marketing campaign for GlucoTrack through Display Ads,GlucoTrack,Display Ads,Midwest,2025-04-15,2025-07-22,480,230905.76,paused
536,DermAssist Webinar Campaign 536,Marketing campaign for DermAssist through Webinar,DermAssist,Webinar,Northeast,2025-10-07,2026-01-14,395,43005.61,completed
537,CareBridge SMS Campaign 537,Marketing campaign for CareBridge through SMS,CareBridge,SMS,Midwest,2025-12-12,2026-01-02,196,249001.77,completed
538,VitalPath Social Media Campaign 538,Marketing campaign for VitalPath through Social Media,VitalPath,Social Media,Southeast,2024-09-02,2024-11-11,36,153744.57,paused
539,CareBridge Social Media Campaign 539,Marketing campaign for CareBridge through Social Media,CareBridge,Social Media,Northeast,2024-07-10,2024-08-11,277,154649.67,paused
540,CardioPlus Paid Search Campaign 540,Marketing campaign for CardioPlus through Paid Search,CardioPlus,Paid Search,National,2025-10-25,2025-12-11,53,20391.84,completed
541,VitalPath Organic Search Campaign 541,Marketing campaign for VitalPath through Organic Search,VitalPath,Organic Search,Northeast,2025-12-12,2026-02-21,10,164257.74,planned
542,OncoGuide SMS Campaign 542,Marketing campaign for OncoGuide through SMS,OncoGuide,SMS,West,2025-09-15,2025-11-17,137,226440.53,planned
543,VitalPath Display Ads Campaign 543,Marketing campaign for VitalPath through Display Ads,VitalPath,Display Ads,National,2025-05-22,2025-09-03,482,110706.24,planned
544,CareBridge Display Ads Campaign 544,Marketing campaign for CareBridge through Display Ads,CareBridge,Display Ads,West,2025-06-11,2025-07-23,2,32937.3,completed
545,CareBridge Email Campaign 545,Marketing campaign for CareBridge through Email,CareBridge,Email,National,2025-01-01,2025-04-12,156,159171.31,planned
546,DermAssist Paid Search Campaign 546,Marketing campaign for DermAssist through Paid Search,DermAssist,Paid Search,Midwest,2025-01-26,2025-04-18,437,210771.85,active
547,CareBridge Social Media Campaign 547,Marketing campaign for CareBridge through Social Media,CareBridge,Social Media,Southwest,2024-09-01,2024-11-24,21,76820.98,planned
548,VitalPath Paid Search Campaign 548,Marketing campaign for VitalPath through Paid Search,VitalPath,Paid Search,Southwest,2025-08-20,2025-11-30,184,221647.9,active
549,CardioPlus Content Marketing Campaign 549,Marketing campaign for CardioPlus through Content Marketing,CardioPlus,Content Marketing,Southwest,2024-08-04,2024-08-22,99,61905.83,planned
550,RespiraCare Display Ads Campaign 550,Marketing campaign for RespiraCare through Display Ads,RespiraCare,Display Ads,Southwest,2025-12-24,2026-03-17,330,134883.19,planned
551,DermAssist Email Campaign 551,Marketing campaign for DermAssist through Email,DermAssist,Email,Southeast,2024-05-16,2024-07-12,29,103160.44,paused
552,NeuroWell Paid Search Campaign 552,Marketing campaign for NeuroWell through Paid Search,NeuroWell,Paid Search,Southeast,2025-09-26,2025-12-17,77,12108.78,paused
553,CardioPlus Social Media Campaign 553,Marketing campaign for CardioPlus through Social Media,CardioPlus,Social Media,Southeast,2025-09-07,2025-09-23,242,176220.31,planned
554,RespiraCare Paid Search Campaign 554,Marketing campaign for RespiraCare through Paid Search,RespiraCare,Paid Search,Southeast,2024-08-29,2024-12-01,26,115677.59,planned
555,GlucoTrack Display Ads Campaign 555,Marketing campaign for GlucoTrack through Display Ads,GlucoTrack,Display Ads,West,2026-01-12,2026-05-10,55,149959.42,active
556,CareBridge SMS Campaign 556,Marketing campaign for CareBridge through SMS,CareBridge,SMS,National,2024-06-05,2024-09-29,104,203445.69,paused
557,OncoGuide SMS Campaign 557,Marketing campaign for OncoGuide through SMS,OncoGuide,SMS,Southeast,2024-12-25,2025-01-23,500,209597.49,planned
